model,strategy,run,elapsed_s,energy_uj,cpu_freq_khz
llama-3b,top_p,2,37.301345693,160884869627,3500000
llama-3b,top_p,2,38.310844353,160899836203,3600398
llama-3b,top_p,2,39.320099194,160915008893,3501947
llama-3b,top_p,2,40.329613010,160930042974,3600000
llama-3b,top_p,2,41.339106755,160945087125,2193228
llama-3b,top_p,2,42.348513699,160960215931,3499538
llama-3b,top_p,2,43.358255516,160975373302,3499964
llama-3b,top_p,3,.000833438,161010221662,400000
llama-3b,top_p,3,1.006959411,161030210686,4700000
llama-3b,top_p,3,2.013896941,161049362065,4100000
llama-3b,top_p,3,3.021057200,161077692986,400000
llama-3b,top_p,3,4.028409296,161106080304,400000
llama-3b,top_p,3,5.035330736,161134264985,4100000
llama-3b,top_p,3,6.042531604,161162851948,400000
llama-3b,top_p,3,7.049456203,161191634040,400000
llama-3b,top_p,3,8.056487011,161219525936,400000
llama-3b,top_p,3,9.063407340,161247919418,400000
llama-3b,top_p,3,10.070672321,161276125095,400000
llama-3b,top_p,3,11.077649908,161304517296,400000
llama-3b,top_p,3,12.084404420,161332694470,400000
llama-3b,top_p,3,13.092006376,161353423848,3600000
llama-3b,top_p,3,14.100930245,161371640232,3800000
llama-3b,top_p,3,15.109426282,161389077687,3500000
llama-3b,top_p,3,16.118899392,161403766614,3400000
llama-3b,top_p,3,17.128359539,161418437964,3400000
llama-3b,top_p,3,18.137871496,161433162901,3399965
llama-3b,top_p,3,19.147474503,161447827659,3500000
llama-3b,top_p,3,20.156894157,161462549606,3600000
llama-3b,top_p,3,21.166244999,161477482551,3600000
llama-3b,top_p,3,22.175290576,161492366180,1074044
llama-3b,top_p,3,23.184927323,161507296562,3493881
llama-3b,top_p,3,24.194403432,161522251296,3600000
llama-3b,top_p,3,25.203460116,161537313819,3500000
llama-3b,top_p,3,26.212889833,161552199889,3600000
llama-3b,top_p,3,27.221983766,161567166098,3598607
llama-3b,top_p,3,28.231263961,161582211592,3562556
llama-3b,top_p,3,29.240283022,161597288092,3600000
llama-3b,top_p,3,30.249195020,161612419462,3600000
llama-3b,top_p,3,31.258028262,161627406362,1033438
llama-3b,top_p,3,32.266668089,161642452710,3600000
llama-3b,top_p,3,33.276013814,161657554966,2633501
llama-3b,top_p,3,34.285132723,161672765315,3500000
llama-3b,top_p,3,35.295099400,161687781024,3600038
llama-3b,top_p,3,36.304116409,161702824076,3542956
llama-3b,top_p,3,37.313385168,161717928652,3598742
llama-3b,top_p,3,38.322782031,161733065393,3500000
llama-3b,top_p,3,39.331963766,161748286851,3500000
llama-3b,top_p,3,40.341397349,161763357308,3500037
llama-3b,top_p,3,41.351020749,161778375641,3599957
llama-3b,top_p,3,42.360254062,161793561210,3500000
llama-3b,top_p,3,43.369430318,161808685988,3500000
llama-3b,top_p,3,44.379152920,161823769812,3600000
llama-3b,top_p,4,.000892549,161859656194,400000
llama-3b,top_p,4,1.006821831,161879801956,400000
llama-3b,top_p,4,2.014087461,161903931716,4100000
llama-3b,top_p,4,3.020821738,161932233157,4100041
llama-3b,top_p,4,4.027591835,161960702811,4099958
llama-3b,top_p,4,5.034411926,161989277567,4100000
llama-3b,top_p,4,6.040825927,162017957669,4100041
llama-3b,top_p,4,7.047297799,162045945512,4100000
llama-3b,top_p,4,8.053827348,162074666630,400000
llama-3b,top_p,4,9.060536523,162103221428,400000
llama-3b,top_p,4,10.067371926,162131861003,400000
llama-3b,top_p,4,11.073954375,162160333464,400000
llama-3b,top_p,4,12.080860858,162188657366,400000
llama-3b,top_p,4,13.087488233,162214725720,400000
llama-3b,top_p,4,14.095303053,162233674951,3800985
llama-3b,top_p,4,15.104550134,162252277199,400000
llama-3b,top_p,4,16.113863360,162270055534,3400000
llama-3b,top_p,4,17.123156165,162284692582,3399869
llama-3b,top_p,4,18.132579196,162299406472,400000
llama-3b,top_p,4,19.142337490,162314070803,400000
llama-3b,top_p,4,20.151650074,162328730433,400000
llama-3b,top_p,4,21.160844210,162343636584,3605365
llama-3b,top_p,4,22.170271584,162358479441,400000
llama-3b,top_p,4,23.179177650,162373422518,400000
llama-3b,top_p,4,24.188163316,162388352229,3454368
llama-3b,top_p,4,25.197371894,162403247027,2356174
llama-3b,top_p,4,26.206332376,162418248026,400000
llama-3b,top_p,4,27.215281222,162433227297,3600000
llama-3b,top_p,4,28.224162974,162448376245,3600000
llama-3b,top_p,4,29.233025402,162463332200,3604060
llama-3b,top_p,4,30.241343709,162478413460,3599756
llama-3b,top_p,4,31.249881805,162493419587,3500000
llama-3b,top_p,4,32.259235368,162508562736,3500000
llama-3b,top_p,4,33.267861383,162523499466,3600000
llama-3b,top_p,4,34.276083078,162538655311,3500000
llama-3b,top_p,4,35.285237897,162553685790,3552597
llama-3b,top_p,4,36.294439649,162568817099,3500000
llama-3b,top_p,4,37.303145931,162583931806,3500000
llama-3b,top_p,4,38.312165168,162598956731,3600000
llama-3b,top_p,4,39.321164238,162614076321,3602096
llama-3b,top_p,4,40.330259543,162629253284,3599963
llama-3b,top_p,4,41.339435871,162644319042,3600000
llama-3b,top_p,4,42.348623841,162659419345,3600000
llama-3b,top_p,4,43.357905246,162674540766,3500000
llama-3b,top_p,5,.000889662,162717593634,400000
llama-3b,top_p,5,1.007312783,162737594560,400000
llama-3b,top_p,5,2.014041910,162756626066,4100041
llama-3b,top_p,5,3.020783237,162784435992,400000
llama-3b,top_p,5,4.027316695,162812869025,400000
llama-3b,top_p,5,5.034301033,162841225215,400000
llama-3b,top_p,5,6.040887668,162870032514,400000
llama-3b,top_p,5,7.047968922,162898932342,400000
llama-3b,top_p,5,8.054692298,162927417926,400000
llama-3b,top_p,5,9.061729063,162955720344,400000
llama-3b,top_p,5,10.068480765,162984176265,400000
llama-3b,top_p,5,11.075290396,163012094284,4100000
llama-3b,top_p,5,12.082460444,163036349471,3557638
llama-3b,top_p,5,13.091771936,163053938904,400000
llama-3b,top_p,5,14.101967865,163068080225,400000
llama-3b,top_p,5,15.111541530,163082727770,3398214
llama-3b,top_p,5,16.121638442,163097491649,3400000
llama-3b,top_p,5,17.131239502,163112170200,3500035
llama-3b,top_p,5,18.140733260,163126915707,400000
llama-3b,top_p,5,19.150347804,163141639057,3470559
llama-3b,top_p,5,20.159610248,163156419415,3508945
llama-3b,top_p,5,21.168685584,163171306767,400000
llama-3b,top_p,5,22.177786341,163186113553,3600000
llama-3b,top_p,5,23.187088648,163201212941,400000
llama-3b,top_p,5,24.196458753,163216206982,400000
llama-3b,top_p,5,25.205924230,163231187473,400000
llama-3b,top_p,5,26.215040118,163246167598,1950725
llama-3b,top_p,5,27.224117613,163261307696,397876
llama-3b,top_p,5,28.233225228,163276238261,3600036
llama-3b,top_p,5,29.242311098,163291262271,3600039
llama-3b,top_p,5,30.251522049,163306419703,3599780
llama-3b,top_p,5,31.260419317,163321556260,3558202
llama-3b,top_p,5,32.270103307,163336588082,3463267
llama-3b,top_p,5,33.279348865,163351627350,3600000
llama-3b,top_p,5,34.288676200,163366712639,400000
llama-3b,top_p,5,35.297615881,163381711319,3600000
llama-3b,top_p,5,36.306914802,163396819251,3600000
llama-3b,top_p,5,37.315867496,163412073485,3600036
llama-3b,top_p,5,38.325250304,163427113485,400000
llama-3b,top_p,5,39.334537917,163442290876,400000
llama-3b,top_p,5,40.344099833,163457362126,3600040
llama-3b,top_p,5,41.352984748,163472550747,3500000
llama-3b,top_p,5,42.362037071,163487543018,3608450
llama-3b,top_p,5,43.371093328,163502761180,3501044
llama-3b,top_p,5,44.380513979,163517911043,3500000
llama-3b,top_k,1,.000861290,163559920030,400000
llama-3b,top_k,1,1.007043760,163579985653,4700000
llama-3b,top_k,1,2.013340079,163598943673,400000
llama-3b,top_k,1,3.020576977,163627411435,400000
llama-3b,top_k,1,4.027663045,163655399949,3943770
llama-3b,top_k,1,5.034402578,163684074131,400000
llama-3b,top_k,1,6.041046704,163712470970,400000
llama-3b,top_k,1,7.047671962,163740440259,400000
llama-3b,top_k,1,8.054692500,163768638368,400000
llama-3b,top_k,1,9.061497450,163797022206,400000
llama-3b,top_k,1,10.068655670,163825328897,400000
llama-3b,top_k,1,11.075466978,163853672696,400000
llama-3b,top_k,1,12.082532866,163882178544,400000
llama-3b,top_k,1,13.089882269,163906222732,3276569
llama-3b,top_k,1,14.098625277,163924292755,3799953
llama-3b,top_k,1,15.107677863,163942291305,3397035
llama-3b,top_k,1,16.117269319,163956875923,3400040
llama-3b,top_k,1,17.126616326,163971588227,3399965
llama-3b,top_k,1,18.136834203,163986339776,3400000
llama-3b,top_k,1,19.146326372,164001223161,400000
llama-3b,top_k,1,20.155977447,164015774698,3500000
llama-3b,top_k,1,21.165351870,164030760622,3500000
llama-3b,top_k,1,22.174470806,164045478418,3500000
llama-3b,top_k,1,23.183503926,164060422655,3500000
llama-3b,top_k,1,24.192894859,164075282358,3600000
llama-3b,top_k,1,25.202226891,164090322054,3500000
llama-3b,top_k,1,26.211458355,164105321283,3600036
llama-3b,top_k,1,27.221739602,164120312700,3500038
llama-3b,top_k,1,28.231115934,164135418801,3500000
llama-3b,top_k,1,29.240458318,164150406128,3500038
llama-3b,top_k,1,30.250055650,164165479454,3500000
llama-3b,top_k,1,31.259415501,164180542099,400000
llama-3b,top_k,1,32.269418560,164195617255,3600000
llama-3b,top_k,1,33.278890723,164210708525,3603722
llama-3b,top_k,1,34.288058702,164225808157,3488027
llama-3b,top_k,1,35.297535042,164240879530,3600000
llama-3b,top_k,1,36.307001797,164256066075,3429254
llama-3b,top_k,1,37.316953513,164271121762,3500000
llama-3b,top_k,1,38.326383163,164286202351,3498263
llama-3b,top_k,1,39.335578936,164301295757,3500175
llama-3b,top_k,1,40.345161328,164316512026,3499964
llama-3b,top_k,1,41.354624340,164331496363,3502176
llama-3b,top_k,1,42.363873200,164346664476,3599960
llama-3b,top_k,1,43.373434461,164361866586,3500000
llama-3b,top_k,2,.000904188,164402291836,400000
llama-3b,top_k,2,1.006725422,164417920275,400000
llama-3b,top_k,2,2.013615448,164439869255,4099958
llama-3b,top_k,2,3.020116083,164468200298,4100000
llama-3b,top_k,2,4.026903455,164496474273,4100000
llama-3b,top_k,2,5.033523830,164524968829,4100000
llama-3b,top_k,2,6.040475829,164553468573,4100000
llama-3b,top_k,2,7.047462588,164581904658,4100000
llama-3b,top_k,2,8.054741424,164608751330,400000
llama-3b,top_k,2,9.063671200,164623611521,400000
llama-3b,top_k,2,10.074251097,164637999912,3300000
llama-3b,top_k,2,11.083978097,164652783321,3200032
llama-3b,top_k,2,12.093643663,164667245259,3300033
llama-3b,top_k,2,13.104237082,164681986555,3200000
llama-3b,top_k,2,14.114695643,164696750250,400000
llama-3b,top_k,2,15.124738366,164711230987,400000
llama-3b,top_k,2,16.134215727,164726107963,400000
llama-3b,top_k,2,17.143522128,164740996169,3421775
llama-3b,top_k,2,18.153090850,164755850745,3499199
llama-3b,top_k,2,19.162409110,164770930724,400000
llama-3b,top_k,2,20.171924261,164785819236,400000
llama-3b,top_k,2,21.181402839,164800625960,400000
llama-3b,top_k,2,22.190461650,164815579963,3368716
llama-3b,top_k,2,23.199212576,164830600859,1271112
llama-3b,top_k,2,24.207954668,164845743643,2549896
llama-3b,top_k,2,25.217258399,164860892835,3600000
llama-3b,top_k,2,26.226795591,164875834264,3599582
llama-3b,top_k,2,27.235458819,164890811032,3605732
llama-3b,top_k,2,28.244170255,164906077351,3500000
llama-3b,top_k,2,29.253311865,164921126934,3600039
llama-3b,top_k,2,30.262529885,164936219241,3600000
llama-3b,top_k,2,31.272170471,164951285609,3600000
llama-3b,top_k,2,32.280972552,164966411730,3599960
llama-3b,top_k,2,33.290229436,164981539071,3542045
llama-3b,top_k,2,34.299932949,164996693330,3595785
llama-3b,top_k,2,35.309274563,165011801262,3598706
llama-3b,top_k,2,36.317960243,165026830826,3600000
llama-3b,top_k,2,37.327284368,165041958778,3604326
llama-3b,top_k,2,38.336488481,165057073180,3600000
llama-3b,top_k,2,39.345218166,165072250997,3600000
llama-3b,top_k,2,40.354326210,165087314558,400000
llama-3b,top_k,2,41.363259054,165102467046,3500078
llama-3b,top_k,2,42.373246208,165117654934,3502510
llama-3b,top_k,2,43.382816220,165132680286,3500000
llama-3b,top_k,2,44.392044777,165147909678,3601014
llama-3b,top_k,2,45.401625404,165162968539,3499210
llama-3b,top_k,3,.000842753,165202099481,400000
llama-3b,top_k,3,1.006600019,165222217594,400000
llama-3b,top_k,3,2.013566562,165241376297,4099958
llama-3b,top_k,3,3.020416884,165269870914,400000
llama-3b,top_k,3,4.027843102,165298142692,400000
llama-3b,top_k,3,5.034608880,165326461345,400000
llama-3b,top_k,3,6.041536871,165354625214,400000
llama-3b,top_k,3,7.048426209,165382563008,4100041
llama-3b,top_k,3,8.055504306,165411130928,4100000
llama-3b,top_k,3,9.061908144,165440148554,4100000
llama-3b,top_k,3,10.069170347,165468430342,4100000
llama-3b,top_k,3,11.075659984,165497140107,400000
llama-3b,top_k,3,12.082480345,165525697346,400000
llama-3b,top_k,3,13.089213628,165553912118,400000
llama-3b,top_k,3,14.096414070,165576745006,400000
llama-3b,top_k,3,15.103876413,165599560133,400000
llama-3b,top_k,3,16.111113566,165622515031,4109647
llama-3b,top_k,3,17.118493896,165645227741,3800000
llama-3b,top_k,3,18.127030910,165660313030,400000
llama-3b,top_k,3,19.136494349,165674658940,2069448
llama-3b,top_k,3,20.146084216,165689218107,400000
llama-3b,top_k,3,21.155094986,165703957327,400000
llama-3b,top_k,3,22.164521324,165718627089,400000
llama-3b,top_k,3,23.174078756,165733434180,3500035
llama-3b,top_k,3,24.183452307,165748261047,3500000
llama-3b,top_k,3,25.192858644,165763140586,3600000
llama-3b,top_k,3,26.201881831,165778025131,3566946
llama-3b,top_k,3,27.210961960,165792948737,3600000
llama-3b,top_k,3,28.220157296,165807945037,3069310
llama-3b,top_k,3,29.229266282,165822927543,3500035
llama-3b,top_k,3,30.238738443,165837832228,3600000
llama-3b,top_k,3,31.247904700,165852889136,3500000
llama-3b,top_k,3,32.257057329,165867885740,3512784
llama-3b,top_k,3,33.265799952,165882890890,400000
llama-3b,top_k,3,34.275208485,165897950300,3599963
llama-3b,top_k,3,35.284496927,165913011968,3224149
llama-3b,top_k,3,36.293423418,165928009000,3600040
llama-3b,top_k,3,37.302563108,165943096852,3404319
llama-3b,top_k,3,38.311725698,165958284862,3571107
llama-3b,top_k,3,39.321633275,165973340060,3397930
llama-3b,top_k,3,40.330405672,165988341853,3599963
llama-3b,top_k,3,41.339594463,166003507708,3600036
llama-3b,top_k,3,42.349064709,166018629678,3600043
llama-3b,top_k,3,43.358346793,166033731202,3600000
llama-3b,top_k,4,.000802345,166073853414,400000
llama-3b,top_k,4,1.006562717,166093939727,1431002
llama-3b,top_k,4,2.013327694,166113032452,4099958
llama-3b,top_k,4,3.020075970,166141379547,4100000
llama-3b,top_k,4,4.026883412,166169057821,4099958
llama-3b,top_k,4,5.033602009,166197178293,4099958
llama-3b,top_k,4,6.040209674,166225573118,4099958
llama-3b,top_k,4,7.047003304,166253566516,4100000
llama-3b,top_k,4,8.054416985,166280739176,3700000
llama-3b,top_k,4,9.062985841,166296012696,3199967
llama-3b,top_k,4,10.073469396,166310309596,400000
llama-3b,top_k,4,11.083796880,166324897510,400000
llama-3b,top_k,4,12.093320927,166339622692,400000
llama-3b,top_k,4,13.103858695,166354257664,400000
llama-3b,top_k,4,14.113827673,166368980466,400000
llama-3b,top_k,4,15.123715190,166383552999,3400000
llama-3b,top_k,4,16.133317837,166398396040,3400000
llama-3b,top_k,4,17.142771173,166413184332,400000
llama-3b,top_k,4,18.152172831,166428122587,3400000
llama-3b,top_k,4,19.161820865,166443127432,400000
llama-3b,top_k,4,20.171159946,166458001600,400000
llama-3b,top_k,4,21.180557825,166472986303,3500039
llama-3b,top_k,4,22.190053263,166487875730,3600041
llama-3b,top_k,4,23.199067233,166502956746,3600000
llama-3b,top_k,4,24.208188384,166517995709,3569145
llama-3b,top_k,4,25.217098444,166532911138,3600000
llama-3b,top_k,4,26.225823197,166547921048,3023158
llama-3b,top_k,4,27.235097585,166563015736,3607468
llama-3b,top_k,4,28.244336746,166578121227,400000
llama-3b,top_k,4,29.253748754,166593277743,400000
llama-3b,top_k,4,30.262940570,166608316035,400000
llama-3b,top_k,4,31.272399398,166623519914,3599961
llama-3b,top_k,4,32.281751772,166638683572,3500000
llama-3b,top_k,4,33.291027598,166653752198,3607058
llama-3b,top_k,4,34.300158274,166668895409,3600000
llama-3b,top_k,4,35.310113617,166683919357,400000
llama-3b,top_k,4,36.319164889,166699145514,3600000
llama-3b,top_k,4,37.328555410,166714233671,3600000
llama-3b,top_k,4,38.337773951,166729403371,3600000
llama-3b,top_k,4,39.346996340,166744527112,3504563
llama-3b,top_k,4,40.356142353,166759682652,3501236
llama-3b,top_k,4,41.365746561,166774753780,400000
llama-3b,top_k,4,42.375239735,166790000384,3500000
llama-3b,top_k,4,43.384720958,166805007365,3599912
llama-3b,top_k,4,44.394598629,166820131899,3502058
llama-3b,top_k,4,45.404203069,166835305810,3500803
llama-3b,top_k,5,.000852551,166873398486,400000
llama-3b,top_k,5,1.006904094,166893081236,1871137
llama-3b,top_k,5,2.013391518,166912480722,400000
llama-3b,top_k,5,3.020273932,166940158691,400000
llama-3b,top_k,5,4.026950958,166968297047,400000
llama-3b,top_k,5,5.033517608,166996083414,4100000
llama-3b,top_k,5,6.040822920,167024349088,4100000
llama-3b,top_k,5,7.047764673,167052846025,4100041
llama-3b,top_k,5,8.054930569,167080858954,3655730
llama-3b,top_k,5,9.061380823,167108807429,4700000
llama-3b,top_k,5,10.068457305,167136387864,4099958
llama-3b,top_k,5,11.075796408,167165356418,4100000
llama-3b,top_k,5,12.082791776,167193693565,4100000
llama-3b,top_k,5,13.089434949,167222320689,400000
llama-3b,top_k,5,14.096372911,167245798534,4099950
llama-3b,top_k,5,15.103479025,167268526137,4100000
llama-3b,top_k,5,16.110565634,167291280534,400000
llama-3b,top_k,5,17.117535635,167314487079,4099953
llama-3b,top_k,5,18.125276726,167331454320,3500040
llama-3b,top_k,5,19.134879788,167345994566,3400034
llama-3b,top_k,5,20.144288691,167360407066,3500000
llama-3b,top_k,5,21.153809231,167375050339,1874622
llama-3b,top_k,5,22.163172132,167389875435,3121619
llama-3b,top_k,5,23.172730549,167404604463,2036323
llama-3b,top_k,5,24.182161445,167419436334,2215780
llama-3b,top_k,5,25.191429225,167434166399,3600000
llama-3b,top_k,5,26.200601771,167449155862,3501095
llama-3b,top_k,5,27.210020471,167464037721,3600036
llama-3b,top_k,5,28.219546824,167478931055,3500035
llama-3b,top_k,5,29.228830009,167493946580,400000
llama-3b,top_k,5,30.238197237,167508902291,3599740
llama-3b,top_k,5,31.247470368,167523873017,3603412
llama-3b,top_k,5,32.256452535,167538966851,400000
llama-3b,top_k,5,33.265606513,167553881546,400000
llama-3b,top_k,5,34.274479844,167568961708,400000
llama-3b,top_k,5,35.283497333,167584102050,400000
llama-3b,top_k,5,36.292698660,167599124106,3500035
llama-3b,top_k,5,37.301953368,167614216109,3499959
llama-3b,top_k,5,38.311192769,167629300604,3499628
llama-3b,top_k,5,39.320304017,167644364225,3564760
llama-3b,top_k,5,40.329613702,167659460805,3600036
llama-3b,top_k,5,41.338935753,167674507519,3600000
llama-3b,top_k,5,42.348546323,167689692478,3500035
llama-3b,top_k,5,43.357783750,167704868098,3500661
